prompt_id,judge_delta,high_gap_delta,length_delta,completion_delta,refusal_diagnostic_delta,seed,comparison
kd_2171f943ee83b0e11c23beff,0.17184206488343245,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_d86001e07af2e2fd8e02d0e9,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_ce0a7427a6f6a61142fb7ea0,-0.05977115300293301,1.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_a9e7370ede480a455e83ad2b,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_4c3f5995c10e7e602c95221e,-0.2801772797012484,0.0,143.0,-1.0,0.0,42,knn_minus_proxy
kd_8da15d7c749e6ac90c6b6436,-0.021480258110429085,0.0,7.0,0.0,0.0,42,knn_minus_proxy
kd_1b4c1c215484dd7870c27c8e,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_a9b4f902f6a3da82280503f3,0.4127945254265062,0.0,17.0,0.0,0.0,42,knn_minus_proxy
kd_ebcb4ed0d2ab9791fd2e428c,0.7172538360351961,-1.0,32.0,0.0,0.0,42,knn_minus_proxy
kd_623ef34c85aa74b0958ee4c9,0.6070507726860384,0.0,-243.0,1.0,1.0,42,knn_minus_proxy
kd_ca27925b457fc5e4b1669206,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_16966534cf8172598e749081,-0.4688299813667558,0.0,-82.0,0.0,0.0,42,knn_minus_proxy
kd_87fda711fc4d6256cd5bf7c4,0.08125141111336201,0.0,-6.0,1.0,0.0,42,knn_minus_proxy
kd_3a8fb93118a1b39075962739,-0.020079371711922797,0.0,-55.0,0.0,0.0,42,knn_minus_proxy
kd_7d5b9fc0bd59b96425a64085,0.37964021399519154,0.0,-18.0,0.0,1.0,42,knn_minus_proxy
kd_82b876bbfef53a260e4b4e20,0.13074939719391576,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_044bde64f9986a05674ea4d2,1.0646736628647442,0.0,-133.0,0.0,1.0,42,knn_minus_proxy
kd_821e0f654adcb99f6f68c9f3,0.39038034305040625,0.0,44.0,0.0,0.0,42,knn_minus_proxy
kd_ab78b15678105538aa51021a,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_f016fcf9b0d0e769354f9c85,0.3137985532653982,0.0,-22.0,0.0,0.0,42,knn_minus_proxy
kd_ca15fd55ffff62883064e0ad,-0.1961240957908739,0.0,-31.0,0.0,0.0,42,knn_minus_proxy
kd_f707be2d82f4e5e385e2c5ca,-0.044828364752199645,0.0,93.0,0.0,0.0,42,knn_minus_proxy
kd_d974ecf03aa672b03b4c8ab3,-0.7588134658575478,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_cf2814ca44f9ef14b93bafbd,0.0,0.0,-5.0,0.0,0.0,42,knn_minus_proxy
kd_0aa8fe11dc4c97d22c54c355,-0.7767915079717114,0.0,-10.0,0.0,0.0,42,knn_minus_proxy
kd_19a2ff75aab347a6d8ff24f5,-0.037356970626833186,0.0,7.0,0.0,0.0,42,knn_minus_proxy
kd_f5fba225b2fd620271ec8add,-0.19425624725953217,0.0,4.0,0.0,0.0,42,knn_minus_proxy
kd_d3c2c827120bcab2893845cd,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_3d43bfe87cb6a72af076a5e9,0.04856406181488315,0.0,10.0,0.0,0.0,42,knn_minus_proxy
kd_9b8942e49d6f80fef85d3613,-0.26149879438783175,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_8d26378843b90a1a62657931,-0.08650473510776041,0.0,-2.0,0.0,0.0,42,knn_minus_proxy
kd_65077295286db4782b024d16,-0.6985753507217796,0.0,32.0,0.0,0.0,42,knn_minus_proxy
kd_086124d3689ecd3b2c30c2ec,0.3698340092056479,0.0,17.0,0.0,0.0,42,knn_minus_proxy
kd_3bea970098f23cf84826519f,0.18865270166550724,0.0,-74.0,1.0,0.0,42,knn_minus_proxy
kd_8dd9857d10ad3ebc22616bd8,0.06724254712829958,0.0,1.0,0.0,0.0,42,knn_minus_proxy
kd_4d0d6fa57578f0d0efa044b5,0.3810411003936979,0.0,2.0,0.0,0.0,42,knn_minus_proxy
kd_d8024c1ddef532bacd6784bb,-0.2876486738266151,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_5e6e8d005c00a2aee63800cb,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_4559241bcfb1aa502210e545,-0.4013539531720384,0.0,17.0,0.0,0.0,42,knn_minus_proxy
kd_0cc4301791a6eb00666c5bad,-0.7854303074291665,0.0,-17.0,0.0,0.0,42,knn_minus_proxy
kd_488876812436c1253e955a11,0.33247703857881483,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_74d1bdb4886aaffcb6d14efb,0.5454117711517638,0.0,-92.0,0.0,0.0,42,knn_minus_proxy
kd_762dd58b7f22d9748b8e32a8,-0.1998597928535572,0.0,46.0,-1.0,0.0,42,knn_minus_proxy
kd_f64afcc6a63b828ed0e1dedd,-0.268970188513199,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_236e7384e46f828df553b991,0.08592103244171612,0.0,13.0,0.0,0.0,42,knn_minus_proxy
kd_6cf4ad7884cfe1898b9104e6,0.01494278825073328,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_8abd8b27600a81a506daa920,-0.029885576501466504,0.0,-6.0,0.0,0.0,42,knn_minus_proxy
kd_e776273c909299fce421471d,-0.025215955173112287,-1.0,0.0,-1.0,0.0,42,knn_minus_proxy
kd_d91f830455a641ac96855ff6,-0.09712812362976614,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_80f12ca54f6cf986ef496efd,-0.3735697062683313,0.0,-2.0,0.0,0.0,42,knn_minus_proxy
kd_8777e1296f5125ef0ee39d74,0.14942788250733252,0.0,-69.0,0.0,1.0,42,knn_minus_proxy
kd_ea604f4141334eba9623b292,-0.3773054033310146,0.0,-24.0,0.0,0.0,42,knn_minus_proxy
kd_5c16e3d38ecd0176c0e3a23c,0.4711647920309329,0.0,7.0,0.0,1.0,42,knn_minus_proxy
kd_0b7e493dc98010cdcff214c8,-0.10459951775513276,0.0,-46.0,0.0,0.0,42,knn_minus_proxy
kd_7c575b69653cbd6bdccbc595,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_9a565ac42a71dae4a9da998e,0.9675455392349781,0.0,23.0,0.0,0.0,42,knn_minus_proxy
kd_5b26426cf847bd2eef163de0,0.6042489998890259,1.0,-97.0,1.0,0.0,42,knn_minus_proxy
kd_4e39a90863e91542e1fd29e2,-0.0037356970626832853,0.0,-25.0,0.0,0.0,42,knn_minus_proxy
kd_fa631b7a92e860d0dad33e1c,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_5209236ae7729d9ac7e48716,0.014942788250733197,0.0,-84.0,0.0,1.0,42,knn_minus_proxy
kd_98d59f41efa9c09e3abc4ebb,0.32500564445344826,0.0,80.0,0.0,0.0,42,knn_minus_proxy
kd_53ba6f4544a286c85e14ca20,0.9469992053902201,0.0,3.0,0.0,0.0,42,knn_minus_proxy
kd_49c248641eb2d6f1d1950084,-0.05229975887756633,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_dbd08ce1073022ee3d124c6d,0.3100628562027149,0.0,-115.0,1.0,0.0,42,knn_minus_proxy
kd_06e345cbde874b568b26d1b4,0.04763013754921219,1.0,-17.0,0.0,0.0,42,knn_minus_proxy
kd_4813a77c7b4bf2fd040179aa,-0.3922481915817479,1.0,-40.0,0.0,0.0,42,knn_minus_proxy
kd_8444bdbe63e22390cd93bcd2,-0.0037356970626832853,0.0,-15.0,0.0,0.0,42,knn_minus_proxy
kd_83bb4e6461489c4c40824781,-0.011207091188049967,0.0,-35.0,1.0,0.0,42,knn_minus_proxy
kd_06eec941cd2ec2e1fa181ff1,0.0933924265670828,0.0,-4.0,1.0,0.0,42,knn_minus_proxy
kd_feb2b96e9a044e19ee29555e,-0.38851249451906456,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_78df168c28f4e09a22bed868,0.1195423060058658,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_e91d0044e10bda49a8c28677,-0.8293247479156954,1.0,-20.0,0.0,0.0,42,knn_minus_proxy
kd_8b9e6a55490f80296d500706,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_662c3b6170b155c4362e053a,-0.7564786551933708,0.0,96.0,0.0,0.0,42,knn_minus_proxy
kd_3ecf1a348b52f623c83b3fe8,-1.068409359927427,0.0,112.0,0.0,0.0,42,knn_minus_proxy
kd_d1198ede1f47c356dd5f7e3a,0.2204061266983155,0.0,-171.0,1.0,1.0,42,knn_minus_proxy
kd_6bb685b772eaffd82c21b081,-0.41839807102053095,0.0,77.0,0.0,0.0,42,knn_minus_proxy
kd_ca499aa46528d8b7d3c94e4f,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_55b7d1af43893646313ded93,-0.17744561047745738,0.0,-31.0,0.0,0.0,42,knn_minus_proxy
kd_9adcd16baf7bc4a68d2a398c,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_f0019a4d77a3f9fe318e4d62,-1.2253086365601265,0.0,-37.0,0.0,0.0,42,knn_minus_proxy
kd_ebe3fac8574aee5567a18afc,1.2645334557183012,0.0,-176.0,1.0,0.0,42,knn_minus_proxy
kd_8c3f0cc2d75f0cf10c55ac07,0.4744335269607807,0.0,-172.0,1.0,0.0,42,knn_minus_proxy
kd_f4b4ae374e188551f3967af1,0.05603545594024961,0.0,-29.0,0.0,0.0,42,knn_minus_proxy
kd_a1c9700358857353340ccb81,0.3362127356414981,0.0,210.0,-1.0,0.0,42,knn_minus_proxy
kd_ebb24912bf0232486426305b,-0.40812490409815205,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_e571063c330303bb0bca80be,0.0719121684566538,0.0,-19.0,0.0,0.0,42,knn_minus_proxy
kd_c755db06ddc0378ee0b76874,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_9a367e042175ddc1fb0915ae,0.22787752082368218,0.0,-93.0,1.0,0.0,42,knn_minus_proxy
kd_eac3510935e7974ad86dc827,0.044828364752199756,0.0,-2.0,0.0,0.0,42,knn_minus_proxy
kd_35011030e3aa2e468d696867,1.0936253151005397,0.0,-199.0,1.0,0.0,42,knn_minus_proxy
kd_7636bfb822f4dd83b341bed4,-0.38851249451906456,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_041ba9ce056458d281afdcff,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_931b5f84a49c202ba066bee6,0.4408122533966311,0.0,-64.0,0.0,1.0,42,knn_minus_proxy
kd_25db436c71b9990defbe6aff,0.23534891494904864,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_c219d01ea20a1da24142cf2e,-0.45201934458468096,0.0,10.0,0.0,0.0,42,knn_minus_proxy
kd_532e1623147754c42791b46c,-0.32874134151613177,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_e389ec673f8ce08a1ce1635c,0.07097824419098286,0.0,50.0,0.0,0.0,42,knn_minus_proxy
kd_67f615fcff156ea034ef8879,-0.10086382069244942,0.0,-61.0,0.0,0.0,42,knn_minus_proxy
kd_4064ccf52794160905a9687e,0.3436841297668648,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_d80b14cf752d3883efe74818,-1.1225769673363355,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_10405fc8e8322e437a5c24ac,0.07097824419098298,0.0,-49.0,0.0,0.0,42,knn_minus_proxy
kd_4c8eacbf16c72610a070956e,0.16437067075806588,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_b54bdc70997a546522943ca0,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_b3288a802eef4ab284cfb3d7,0.22414182376099867,-1.0,-149.0,0.0,1.0,42,knn_minus_proxy
kd_8731918f836cf360d2c874b7,0.11954230600586602,0.0,-88.0,0.0,0.0,42,knn_minus_proxy
kd_1de6bd9c7bb9935883f16258,-0.8648138700111869,0.0,-69.0,0.0,0.0,42,knn_minus_proxy
kd_2ba2b251739dd370e7459fea,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_03fcff9eb3f60d462f3e1746,0.30819500767137337,0.0,-36.0,0.0,0.0,42,knn_minus_proxy
kd_a054a32ad8c9bed42165f0bb,-0.0317534250328082,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_5ccae99141c04f582d9d4e8c,-0.06724254712829958,0.0,-31.0,0.0,0.0,42,knn_minus_proxy
kd_b4572e45da1da4844245ee51,-0.22787752082368207,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_23d251ff18c0ad88cacc6466,0.03128646289997279,0.0,-3.0,0.0,0.0,42,knn_minus_proxy
kd_342202bc6d17db6cc2c316ae,0.842399687635087,0.0,-20.0,0.0,0.0,42,knn_minus_proxy
kd_1129c1b82bb19e38ae4870ec,-0.17557776194611574,0.0,-14.0,0.0,0.0,42,knn_minus_proxy
kd_58df97ce2ea22fa28cc93c1c,-0.04856406181488304,0.0,9.0,0.0,0.0,42,knn_minus_proxy
kd_eff2c0bbcb525d453a94a003,0.8330604449783787,0.0,42.0,0.0,0.0,42,knn_minus_proxy
kd_713edb3c8b3d82b02b238234,-0.2652344914505153,0.0,6.0,0.0,0.0,42,knn_minus_proxy
kd_3c3dff2d87dfc836a257dbb8,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_6c81d2cab0e5306b8114320b,-0.2115338461744426,0.0,-12.0,0.0,0.0,42,knn_minus_proxy
kd_0f645ab2f0cf6a296b667ee2,0.29138437088929836,0.0,-40.0,0.0,0.0,42,knn_minus_proxy
kd_bc813cbcb226739437b4fe74,0.3885124945190645,0.0,-9.0,0.0,0.0,42,knn_minus_proxy
kd_bf4df8885f043da35b45cddb,0.41209408222725297,0.0,-100.0,0.0,0.0,42,knn_minus_proxy
kd_fa78995a636106aaf585d94e,0.5827687417785969,0.0,23.0,0.0,0.0,42,knn_minus_proxy
kd_7bbd2160035d8ee6a921a11a,-0.011207091188049967,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_03fa424bfb530e4d47902a35,0.5416760740890804,0.0,-16.0,0.0,0.0,42,knn_minus_proxy
kd_c1e4365ce2f64bd9ba0dc62a,-0.2848469010296027,0.0,-87.0,0.0,1.0,42,knn_minus_proxy
kd_32d138a29ca3c331c0afec3a,-0.007471394125366793,0.0,-33.0,0.0,0.0,42,knn_minus_proxy
kd_16038bbd91346c809dad8c15,0.07844963831634955,0.0,-17.0,0.0,0.0,42,knn_minus_proxy
kd_1aa2e448451d3ff61d14e990,-0.1690402920864199,0.0,-15.0,0.0,0.0,42,knn_minus_proxy
kd_e25d516d60676126b5d870aa,0.41092667689516404,0.0,-43.0,1.0,0.0,42,knn_minus_proxy
kd_675d73c25297ff53c2dc8559,0.18304915607148242,0.0,-1.0,0.0,0.0,42,knn_minus_proxy
kd_aab2b402e73cd25cd7e0d59a,0.0965444209637218,-1.0,-26.0,0.0,0.0,42,knn_minus_proxy
kd_4430ff871b6f0b3fa0ff9dae,0.5089887247906013,0.0,-9.0,0.0,0.0,42,knn_minus_proxy
kd_a28cd4d8cc2900e435373bc8,0.0233481066417707,0.0,5.0,0.0,0.0,42,knn_minus_proxy
kd_b68622ee718fd6e52012b13c,1.0740129055214525,0.0,-89.0,0.0,1.0,42,knn_minus_proxy
kd_498f2a7845ffb573474e40f0,0.1270137001312328,0.0,-160.0,1.0,0.0,42,knn_minus_proxy
kd_9540d3f6da989c518e04d119,0.17557776194611574,0.0,-11.0,1.0,0.0,42,knn_minus_proxy
kd_346696119c7964bcbae6018a,-0.08125141111336201,0.0,-42.0,0.0,0.0,42,knn_minus_proxy
kd_c07053f6dfb037715ce86394,0.14195648838196595,0.0,48.0,0.0,0.0,42,knn_minus_proxy
kd_1d0def496835e6600a3cc4b4,0.07844963831634966,0.0,14.0,0.0,0.0,42,knn_minus_proxy
kd_fe0c0fa50ae7379dc78fc33c,0.44081225339663077,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_bff63c65835d118afd10e69d,-0.4903102394771848,0.0,49.0,0.0,0.0,42,knn_minus_proxy
kd_2843d67254c82288dfa42ff0,-0.2153862837703347,0.0,-107.0,0.0,0.0,42,knn_minus_proxy
kd_e7911b3a050a9bdc5b63db6b,0.2166704296356321,-1.0,-49.0,0.0,0.0,42,knn_minus_proxy
kd_fef504af01787a1429a14f66,0.2076814085785503,0.0,-5.0,0.0,1.0,42,knn_minus_proxy
kd_ae99c30704453d6bfc326643,0.19238839872819063,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_66e992eec4020646eb40d96f,-0.6126543182800632,0.0,49.0,0.0,0.0,42,knn_minus_proxy
kd_73dbc68edc7127fcf9339f15,-0.6126543182800634,0.0,-19.0,0.0,0.0,42,knn_minus_proxy
kd_0ca1c6458189bda41a449a35,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_a7fb6c1706458e8f940da1e5,-0.14382433691330754,0.0,-13.0,0.0,0.0,42,knn_minus_proxy
kd_6cd107ed88624782e14cae33,0.6808307896740338,0.0,-78.0,0.0,1.0,42,knn_minus_proxy
kd_83e0ec80c8009430665ba033,0.2166704296356321,0.0,-54.0,0.0,0.0,42,knn_minus_proxy
kd_ee2ba887d02289aba9ac61d6,-0.14942788250733252,0.0,48.0,0.0,0.0,42,knn_minus_proxy
kd_8b796391a1ee138498db497e,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_3e98ce3602bbbafd06d07174,0.12141015453720769,0.0,17.0,0.0,0.0,42,knn_minus_proxy
kd_ce4e9001e66a9885106723a4,0.2830082376315632,0.0,-49.0,0.0,0.0,42,knn_minus_proxy
kd_0107d7e0c363b34b7179e6b7,0.17184206488343257,0.0,43.0,0.0,0.0,42,knn_minus_proxy
kd_8dfaf3ececbbbaad2867f07f,0.2166704296356322,0.0,63.0,0.0,0.0,42,knn_minus_proxy
kd_bc0335880ba16b9d3a5a86e2,-0.578566082583078,0.0,81.0,-1.0,1.0,42,knn_minus_proxy
kd_7cab33e7bfcdd4dc0277a735,1.0030346613304695,0.0,-103.0,0.0,0.0,42,knn_minus_proxy
kd_5807efd3919dbbd623c3b410,-0.19799194432221556,0.0,-5.0,0.0,0.0,42,knn_minus_proxy
kd_a6a7a3662cf31f630b3e70fe,-0.08778888097305781,0.0,52.0,0.0,0.0,42,knn_minus_proxy
kd_0396dac0d83b97528eb72274,0.1083352148178161,0.0,-99.0,1.0,0.0,42,knn_minus_proxy
kd_1fda02ce136f642b26f7e54c,-0.08218533537903294,0.0,13.0,0.0,0.0,42,knn_minus_proxy
kd_e581f891227e38af7b0328b0,1.5951426457657747,0.0,-100.0,1.0,0.0,42,knn_minus_proxy
kd_82264eee82ef5c190cecbbc8,0.1372868670536117,0.0,-12.0,0.0,0.0,42,knn_minus_proxy
kd_bd64fbd0d78bf868a90bb48d,0.6939057293934252,0.0,-44.0,1.0,0.0,42,knn_minus_proxy
kd_6531d681d9930408b8f87043,0.20919903551026559,0.0,-241.0,0.0,0.0,42,knn_minus_proxy
kd_ecbb1e5a67d908096db321c8,0.4090588283638228,0.0,-110.0,1.0,0.0,42,knn_minus_proxy
kd_89c00ebdad5a11f1ddfaacf8,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_06c7e1be566a48e13b9f1091,0.5295350586353594,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_6f9ea1a5dcb73a04202c6b51,-0.20172764138489901,0.0,-40.0,0.0,1.0,42,knn_minus_proxy
kd_2f3f697bc5b8cdbbf312f872,0.2839129767639317,0.0,5.0,0.0,0.0,42,knn_minus_proxy
kd_3f1849c3b0a45b2a2ce5e3ac,-0.4791031482891348,0.0,12.0,0.0,0.0,42,knn_minus_proxy
kd_dbef906fa4b396823819e2b3,-0.49684770933688066,0.0,-137.0,0.0,1.0,42,knn_minus_proxy
kd_8ecfa993673525e19c5b7610,0.2997896892803359,0.0,-15.0,0.0,0.0,42,knn_minus_proxy
kd_40697a5226c30c4d016e8fdb,0.13261724572525768,0.0,-68.0,0.0,0.0,42,knn_minus_proxy
kd_5de1f8173b117c560f13de2e,0.05229975887756633,0.0,16.0,0.0,0.0,42,knn_minus_proxy
kd_d271bd6572d5edfd93e34f4a,0.5519492410114594,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_07eabc02dd7b67f836daf48d,-0.4473497232563267,0.0,80.0,0.0,0.0,42,knn_minus_proxy
kd_fcc7a96f19ea8c3f601dde96,0.014942788250733252,0.0,-24.0,0.0,0.0,42,knn_minus_proxy
kd_bf15440e9f8b5ba6ea16e7e8,-0.10459951775513265,0.0,-57.0,1.0,0.0,42,knn_minus_proxy
kd_6b5809724e52657461669247,-0.17184206488343234,0.0,18.0,0.0,0.0,42,knn_minus_proxy
kd_46468a1c238400968442298d,0.0018678485313416981,0.0,19.0,0.0,0.0,42,knn_minus_proxy
kd_1230bdae7ad25e2e5d6efe65,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_e3526159733061188292192b,1.2225068637631142,0.0,-42.0,0.0,1.0,42,knn_minus_proxy
kd_545d977bdfd15a7de63decef,-0.717253836035196,1.0,-52.0,0.0,0.0,42,knn_minus_proxy
kd_c17dfaacf8d4ad13a846c194,-0.7065137069799816,0.0,69.0,0.0,0.0,42,knn_minus_proxy
kd_4fb5037d0517b5f2e49d7cb8,0.018678485313416482,0.0,69.0,-1.0,0.0,42,knn_minus_proxy
kd_1d79d6ebeee966e822594975,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_f365608e3456db106d18c6d2,-0.2672190805150657,0.0,-63.0,1.0,0.0,42,knn_minus_proxy
kd_bc6f8eb78e05a8d59745ffed,0.31006285620271495,0.0,33.0,0.0,0.0,42,knn_minus_proxy
kd_44fd7701e3dfd5f4bc6f6ecc,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_25b2a0f557fab05ce8cbea0b,-0.14942788250733258,0.0,-62.0,0.0,0.0,42,knn_minus_proxy
kd_1240f69190ec158049575b49,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_ddb4c8b0260ad31176f76b90,-0.44081225339663077,0.0,-7.0,0.0,0.0,42,knn_minus_proxy
kd_517ecbd776daeba4ab9666b7,0.7434037154739792,0.0,83.0,0.0,0.0,42,knn_minus_proxy
kd_f4e0e749659102bf369dba8b,0.516460118915968,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_bfd35d6d571cbdefe4c41963,0.022414182376099934,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_2ce88da4db9c6445cbc5bf85,0.3978517371757729,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_aacff545b47c1a6a4f23548f,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_ba66b49705100b5412c90e8d,-0.48564061814883064,0.0,-29.0,0.0,0.0,42,knn_minus_proxy
kd_8ab4bedf148d4b59bc45f2f4,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_3cf88783ee0c3c77f5331652,-0.43334085927126453,0.0,-83.0,0.0,0.0,42,knn_minus_proxy
kd_e536977c48f88fcd4b180512,-0.3614286908146106,-1.0,-244.0,1.0,0.0,42,knn_minus_proxy
kd_0b6d866948b5e966b829cc29,0.0485640618148831,0.0,-48.0,0.0,0.0,42,knn_minus_proxy
kd_8c24202a727e579098b94c6d,0.6378702734531757,0.0,-162.0,1.0,0.0,42,knn_minus_proxy
kd_d10962711da64ffb5ae80f66,0.424001616614556,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_7927560a296d36cd72316624,-0.19589061472445612,0.0,-17.0,0.0,0.0,42,knn_minus_proxy
kd_fae6107b53bd4fc360aeaa45,0.16437067075806588,0.0,-24.0,0.0,0.0,42,knn_minus_proxy
kd_52c4a05ba2d3b47277faf01b,1.6437067075806575,0.0,27.0,0.0,1.0,42,knn_minus_proxy
kd_e6390b34135c1cd7a39132fa,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_49a7e0e3ff55d485dbd43b8f,-0.240718979476656,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_65e7c7fa432ee1ed075aaabb,0.05977115300293301,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_8c385ebac898db63722bac13,0.3889794566518999,0.0,-10.0,1.0,0.0,42,knn_minus_proxy
kd_0ab33e2772ade36ef9f5a293,-0.7770249890381291,1.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_33c7d51a7e7fe447906a5bbd,-0.5435439226204222,1.0,33.0,0.0,0.0,42,knn_minus_proxy
kd_eb7d02d556f01f10d42c3463,-0.10646736628647441,0.0,-37.0,0.0,0.0,42,knn_minus_proxy
kd_6984c83fe2fbd80be2ef8b4f,0.07191216845665371,0.0,-106.0,0.0,0.0,42,knn_minus_proxy
kd_ecd82effaa32c8d3fd8b982d,-0.04482836475219987,0.0,-17.0,0.0,0.0,42,knn_minus_proxy
kd_1406f9ed81e9ba179d19d833,-0.3100628562027148,0.0,-28.0,0.0,0.0,42,knn_minus_proxy
kd_6a0dd6edde402f516e5c3f79,0.0373569706268333,0.0,-81.0,0.0,0.0,42,knn_minus_proxy
kd_58e03570c88e5ac1bf94dd8f,0.15876712516404085,0.0,-23.0,0.0,0.0,42,knn_minus_proxy
kd_f63025844d48a3321377498c,-0.5939758329666468,0.0,6.0,0.0,0.0,42,knn_minus_proxy
kd_155ed9ef353c0ee7a08036e1,-0.0448283647521997,0.0,-64.0,0.0,0.0,42,knn_minus_proxy
kd_28ccf6c2f3fc4f718ba4f90c,0.9918275701424195,0.0,-37.0,0.0,0.0,42,knn_minus_proxy
kd_a0ade6d7986938d4c3cbb9d6,-0.08592103244171612,0.0,-139.0,1.0,0.0,42,knn_minus_proxy
kd_62475db489ba4ee3597c281f,-0.10086382069244948,0.0,-36.0,0.0,0.0,42,knn_minus_proxy
kd_b99062524313c56b2906eb27,0.2204061266983155,0.0,-43.0,0.0,0.0,42,knn_minus_proxy
kd_d501a62c914eb78bd2b274d4,0.29512006795198165,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_3a7f5dd3fc8051bd0c93b71a,0.011207091188049856,0.0,20.0,0.0,0.0,42,knn_minus_proxy
kd_38ff25c3ed3bd32656894946,-0.20172764138489896,0.0,-118.0,0.0,0.0,42,knn_minus_proxy
kd_fb992816d6728b68cbacf8e5,0.15316357957001578,0.0,-8.0,0.0,0.0,42,knn_minus_proxy
kd_57158d52462fba194f9e7804,-0.16437067075806566,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_fe67321abf933a46af2a4731,-0.1270137001312327,0.0,-19.0,0.0,0.0,42,knn_minus_proxy
kd_9d8bc6ce23d674106d635fb3,-0.8349282935097203,0.0,52.0,0.0,0.0,42,knn_minus_proxy
kd_91aed97c8a1adc0773c93e33,-0.15129573103867427,0.0,-36.0,1.0,0.0,42,knn_minus_proxy
kd_1ff731959a1f8ce9514704d5,-0.23161321788636546,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_1ea51e50d142a5ca0ba6c72a,0.0,0.0,0.0,0.0,0.0,42,knn_minus_proxy
kd_709bbdb38dd392f9450c4a85,0.2249590074934606,0.0,-62.0,0.0,0.0,42,knn_minus_proxy
kd_caf4373e6c9764852fd5cecc,0.08965672950439951,0.0,-1.0,0.0,0.0,42,knn_minus_proxy
kd_62b0bbd193d4ac3d9fb402df,-0.26897018851319854,0.0,0.0,0.0,0.0,42,knn_minus_proxy
